nfhs4_statecode,nfhs4_state,SL_NO,ITEM_CATEGORY,region,mpce
UP,Uttar Pradesh,10,vegetables,Urban,154.77
WB,West Bengal,10,vegetables,Urban,200.19
TG,Telangana,11,fruits (fresh),Urban,105.13
TR,Tripura,11,fruits (fresh),Urban,90.06
UT,Uttarakhand,11,fruits (fresh),Urban,106.65
UP,Uttar Pradesh,11,fruits (fresh),Urban,72.52
WB,West Bengal,11,fruits (fresh),Urban,94
TG,Telangana,12,fruits (dry),Urban,33.79
TR,Tripura,12,fruits (dry),Urban,7.41
UT,Uttarakhand,12,fruits (dry),Urban,47.76
UP,Uttar Pradesh,12,fruits (dry),Urban,35.53
WB,West Bengal,12,fruits (dry),Urban,17.61
TG,Telangana,13,spices,Urban,86.87
TR,Tripura,13,spices,Urban,60.69
UT,Uttarakhand,13,spices,Urban,65.89
UP,Uttar Pradesh,13,spices,Urban,69.14
WB,West Bengal,13,spices,Urban,68.31
TG,Telangana,14,"beverages, refreshments, etc.",Urban,390.3
TR,Tripura,14,"beverages, refreshments, etc.",Urban,218.57
UT,Uttarakhand,14,"beverages, refreshments, etc.",Urban,320.79
UP,Uttar Pradesh,14,"beverages, refreshments, etc.",Urban,240.71
WB,West Bengal,14,"beverages, refreshments, etc.",Urban,370.14
TG,Telangana,15,food: total (1-14),Urban,1802.85
TR,Tripura,15,food: total (1-14),Urban,1812.13
UT,Uttarakhand,15,food: total (1-14),Urban,1668.77
UP,Uttar Pradesh,15,food: total (1-14),Urban,1336.45
WB,West Bengal,15,food: total (1-14),Urban,1643.95
TG,Telangana,16,"pan, tobacco & intoxicants",Urban,109.08
TR,Tripura,16,"pan, tobacco & intoxicants",Urban,150.02
UT,Uttarakhand,16,"pan, tobacco & intoxicants",Urban,108.1
UP,Uttar Pradesh,16,"pan, tobacco & intoxicants",Urban,43.66
WB,West Bengal,16,"pan, tobacco & intoxicants",Urban,64.83
TG,Telangana,17,fuel and light,Urban,205.55
TR,Tripura,17,fuel and light,Urban,291.79
UT,Uttarakhand,17,fuel and light,Urban,247.86
UP,Uttar Pradesh,17,fuel and light,Urban,267.04
WB,West Bengal,17,fuel and light,Urban,293.49
TG,Telangana,18,clothing & bedding,Urban,336.9
TR,Tripura,18,clothing & bedding,Urban,241.32
UT,Uttarakhand,18,clothing & bedding,Urban,244.37
UP,Uttar Pradesh,18,clothing & bedding,Urban,186.48
WB,West Bengal,18,clothing & bedding,Urban,216.78
TG,Telangana,19,footwear,Urban,49.66
TR,Tripura,19,footwear,Urban,31.55
UT,Uttarakhand,19,footwear,Urban,54.98
UP,Uttar Pradesh,19,footwear,Urban,35.27
WB,West Bengal,19,footwear,Urban,30.43
TG,Telangana,20,education,Urban,338.56
TR,Tripura,20,education,Urban,334.46
UT,Uttarakhand,20,education,Urban,285.9
UP,Uttar Pradesh,20,education,Urban,267.57
WB,West Bengal,20,education,Urban,244.93
TG,Telangana,21,medical (institutional),Urban,40.21
TR,Tripura,21,medical (institutional),Urban,22.83
UT,Uttarakhand,21,medical (institutional),Urban,10.62
UP,Uttar Pradesh,21,medical (institutional),Urban,53.37
WB,West Bengal,21,medical (institutional),Urban,86.55
TG,Telangana,22,medical (non-institutional),Urban,82.45
TR,Tripura,22,medical (non-institutional),Urban,159.89
UT,Uttarakhand,22,medical (non-institutional),Urban,57.19
UP,Uttar Pradesh,22,medical (non-institutional),Urban,103.62
WB,West Bengal,22,medical (non-institutional),Urban,203.64
TG,Telangana,23,entertainment,Urban,109.4
TR,Tripura,23,entertainment,Urban,59.33
UT,Uttarakhand,23,entertainment,Urban,82.36
UP,Uttar Pradesh,23,entertainment,Urban,50.62
WB,West Bengal,23,entertainment,Urban,72.49
TG,Telangana,24,minor durable-type goods,Urban,24.07
TR,Tripura,24,minor durable-type goods,Urban,30.32
UT,Uttarakhand,24,minor durable-type goods,Urban,16.63
UP,Uttar Pradesh,24,minor durable-type goods,Urban,9
WB,West Bengal,24,minor durable-type goods,Urban,11.49
TG,Telangana,25,toilet articles,Urban,93.13
TR,Tripura,25,toilet articles,Urban,60.09
UT,Uttarakhand,25,toilet articles,Urban,63.43
UP,Uttar Pradesh,25,toilet articles,Urban,54.8
WB,West Bengal,25,toilet articles,Urban,66.53
TG,Telangana,26,other household consumables,Urban,81.16
TR,Tripura,26,other household consumables,Urban,47.7
UT,Uttarakhand,26,other household consumables,Urban,58.1
UP,Uttar Pradesh,26,other household consumables,Urban,50.26
WB,West Bengal,26,other household consumables,Urban,53.18
TG,Telangana,27,consum. services excl. conveyance,Urban,236.42
TR,Tripura,27,consum. services excl. conveyance,Urban,191.27
UT,Uttarakhand,27,consum. services excl. conveyance,Urban,284.2
UP,Uttar Pradesh,27,consum. services excl. conveyance,Urban,152.87
WB,West Bengal,27,consum. services excl. conveyance,Urban,189.35
TG,Telangana,28,conveyance,Urban,336.37
TR,Tripura,28,conveyance,Urban,244.52
UT,Uttarakhand,28,conveyance,Urban,309.92
UP,Uttar Pradesh,28,conveyance,Urban,185.71
WB,West Bengal,28,conveyance,Urban,182.04
TG,Telangana,29,rent,Urban,660.75
TR,Tripura,29,rent,Urban,76.44
UT,Uttarakhand,29,rent,Urban,124.51
UP,Uttar Pradesh,29,rent,Urban,115.38
WB,West Bengal,29,rent,Urban,117.3
TG,Telangana,30,taxes & cesses,Urban,33.37
TR,Tripura,30,taxes & cesses,Urban,14.78
UT,Uttarakhand,30,taxes & cesses,Urban,29.25
UP,Uttar Pradesh,30,taxes & cesses,Urban,15.79
WB,West Bengal,30,taxes & cesses,Urban,8.48
TG,Telangana,31,durable goods,Urban,243.57
TR,Tripura,31,durable goods,Urban,191.83
UT,Uttarakhand,31,durable goods,Urban,294.59
UP,Uttar Pradesh,31,durable goods,Urban,174.84
WB,West Bengal,31,durable goods,Urban,177.79
TG,Telangana,32,non-food: total (16-31),Urban,2980.64
TR,Tripura,32,non-food: total (16-31),Urban,2148.15
UT,Uttarakhand,32,non-food: total (16-31),Urban,2272.02
UP,Uttar Pradesh,32,non-food: total (16-31),Urban,1766.28
WB,West Bengal,32,non-food: total (16-31),Urban,2019.29
TG,Telangana,33,total expenditure (15+32),Urban,4783.49
TR,Tripura,33,total expenditure (15+32),Urban,3960.28
UT,Uttarakhand,33,total expenditure (15+32),Urban,3940.79
UP,Uttar Pradesh,33,total expenditure (15+32),Urban,3102.73
WB,West Bengal,33,total expenditure (15+32),Urban,3663.23
TG,Telangana,34,"cooked meals recd. free inworkpl.*",Urban,2.11
TR,Tripura,34,"cooked meals recd. free inworkpl.*",Urban,3
UT,Uttarakhand,34,"cooked meals recd. free inworkpl.*",Urban,0.02
UP,Uttar Pradesh,34,"cooked meals recd. free inworkpl.*",Urban,1.38
WB,West Bengal,34,"cooked meals recd. free inworkpl.*",Urban,6.2
TG,Telangana,35,cooked meals recd. as assistance *,Urban,6.25
TR,Tripura,35,cooked meals recd. as assistance *,Urban,21.66
UT,Uttarakhand,35,cooked meals recd. as assistance *,Urban,4.1
UP,Uttar Pradesh,35,cooked meals recd. as assistance *,Urban,5.83
WB,West Bengal,35,cooked meals recd. as assistance *,Urban,16.22
TG,Telangana,36,clothing & footwear (2nd hand) **,Urban,1.54
TR,Tripura,36,clothing & footwear (2nd hand) **,Urban,0.23
UT,Uttarakhand,36,clothing & footwear (2nd hand) **,Urban,0.27
UP,Uttar Pradesh,36,clothing & footwear (2nd hand) **,Urban,0.1
WB,West Bengal,36,clothing & footwear (2nd hand) **,Urban,0.14
TG,Telangana,37,"@books, journals, etc. (2nd hand)",Urban,1.44
TR,Tripura,37,"@books, journals, etc. (2nd hand)",Urban,1.49
UT,Uttarakhand,37,"@books, journals, etc. (2nd hand)",Urban,1.47
UP,Uttar Pradesh,37,"@books, journals, etc. (2nd hand)",Urban,0.67
WB,West Bengal,37,"@books, journals, etc. (2nd hand)",Urban,0.82
TG,Telangana,38,"$durables (2ndhand)",Urban,3.92
TR,Tripura,38,"$durables (2ndhand)",Urban,0.18
UT,Uttarakhand,38,"$durables (2ndhand)",Urban,1.3
UP,Uttar Pradesh,38,"$durables (2ndhand)",Urban,2.13
WB,West Bengal,38,"$durables (2ndhand)",Urban,1.09
TG,Telangana,39,imputed rent,Urban,433.37
TR,Tripura,39,imputed rent,Urban,644.98
UT,Uttarakhand,39,imputed rent,Urban,782.39
UP,Uttar Pradesh,39,imputed rent,Urban,572.65
WB,West Bengal,39,imputed rent,Urban,684.14
AN,Andaman & Nicobar Islands,1,cereal,Urban,255.57
CH,Chandigarh,1,cereal,Urban,307.37
DN,Dadra & Nagar Haveli,1,cereal,Urban,241.23
DD,Daman & Diu,1,cereal,Urban,286.63
LK,Lakshadweep,1,cereal,Urban,151.93
AN,Andaman & Nicobar Islands,2,gram,Urban,2.07
CH,Chandigarh,2,gram,Urban,11.19
DN,Dadra & Nagar Haveli,2,gram,Urban,4.47
DD,Daman & Diu,2,gram,Urban,2.9
LK,Lakshadweep,2,gram,Urban,18.15
AN,Andaman & Nicobar Islands,3,cereal substitutes,Urban,0.21
CH,Chandigarh,3,cereal substitutes,Urban,0
DN,Dadra & Nagar Haveli,3,cereal substitutes,Urban,0
DD,Daman & Diu,3,cereal substitutes,Urban,0
LK,Lakshadweep,3,cereal substitutes,Urban,4.04
AN,Andaman & Nicobar Islands,4,pulses and pulse products,Urban,84.3
CH,Chandigarh,4,pulses and pulse products,Urban,85.18
DN,Dadra & Nagar Haveli,4,pulses and pulse products,Urban,87.47
DD,Daman & Diu,4,pulses and pulse products,Urban,68.73
LK,Lakshadweep,4,pulses and pulse products,Urban,71.04
AN,Andaman & Nicobar Islands,5,milk and milk products,Urban,191.71
CH,Chandigarh,5,milk and milk products,Urban,660.66
DN,Dadra & Nagar Haveli,5,milk and milk products,Urban,232.08
DD,Daman & Diu,5,milk and milk products,Urban,337.17
LK,Lakshadweep,5,milk and milk products,Urban,39.26
AN,Andaman & Nicobar Islands,6,sugar,Urban,34.89
CH,Chandigarh,6,sugar,Urban,43.14
DN,Dadra & Nagar Haveli,6,sugar,Urban,28.56
DD,Daman & Diu,6,sugar,Urban,32.06
LK,Lakshadweep,6,sugar,Urban,34.63
AN,Andaman & Nicobar Islands,7,salt,Urban,4.7
CH,Chandigarh,7,salt,Urban,4.49
DN,Dadra & Nagar Haveli,7,salt,Urban,3.06
DD,Daman & Diu,7,salt,Urban,2.83
LK,Lakshadweep,7,salt,Urban,4.45
AN,Andaman & Nicobar Islands,8,edible oil,Urban,150.67
CH,Chandigarh,8,edible oil,Urban,121.7
DN,Dadra & Nagar Haveli,8,edible oil,Urban,100.19
DD,Daman & Diu,8,edible oil,Urban,92.03
LK,Lakshadweep,8,edible oil,Urban,85.57
AN,Andaman & Nicobar Islands,9,"egg, fish & meat",Urban,319.87
CH,Chandigarh,9,"egg, fish & meat",Urban,132.49
DN,Dadra & Nagar Haveli,9,"egg, fish & meat",Urban,29.06
DD,Daman & Diu,9,"egg, fish & meat",Urban,111.23
LK,Lakshadweep,9,"egg, fish & meat",Urban,470.79
AN,Andaman & Nicobar Islands,10,vegetables,Urban,346.87
CH,Chandigarh,10,vegetables,Urban,262.18
DN,Dadra & Nagar Haveli,10,vegetables,Urban,177.61
DD,Daman & Diu,10,vegetables,Urban,176.43
LK,Lakshadweep,10,vegetables,Urban,147.09
AN,Andaman & Nicobar Islands,11,fruits (fresh),Urban,204.35
CH,Chandigarh,11,fruits (fresh),Urban,194.63
DN,Dadra & Nagar Haveli,11,fruits (fresh),Urban,103.49
DD,Daman & Diu,11,fruits (fresh),Urban,76.01
LK,Lakshadweep,11,fruits (fresh),Urban,123.97
AN,Andaman & Nicobar Islands,12,fruits (dry),Urban,57.56
CH,Chandigarh,12,fruits (dry),Urban,142.01
DN,Dadra & Nagar Haveli,12,fruits (dry),Urban,35.73
DD,Daman & Diu,12,fruits (dry),Urban,36.92
LK,Lakshadweep,12,fruits (dry),Urban,23.6
AN,Andaman & Nicobar Islands,13,spices,Urban,142.55
CH,Chandigarh,13,spices,Urban,104.31
DN,Dadra & Nagar Haveli,13,spices,Urban,101.3
DD,Daman & Diu,13,spices,Urban,77.66
LK,Lakshadweep,13,spices,Urban,99.19
AN,Andaman & Nicobar Islands,14,"beverages, refreshments, etc.",Urban,488.39
CH,Chandigarh,14,"beverages, refreshments, etc.",Urban,778.2
DN,Dadra & Nagar Haveli,14,"beverages, refreshments, etc.",Urban,365.25
DD,Daman & Diu,14,"beverages, refreshments, etc.",Urban,466.76
LK,Lakshadweep,14,"beverages, refreshments, etc.",Urban,390.47
AN,Andaman & Nicobar Islands,15,food: total (1-14),Urban,2283.72
CH,Chandigarh,15,food: total (1-14),Urban,2847.55
DN,Dadra & Nagar Haveli,15,food: total (1-14),Urban,1509.49
DD,Daman & Diu,15,food: total (1-14),Urban,1767.36
LK,Lakshadweep,15,food: total (1-14),Urban,1664.17
AN,Andaman & Nicobar Islands,16,"pan, tobacco & intoxicants",Urban,129.56
CH,Chandigarh,16,"pan, tobacco & intoxicants",Urban,55.64
DN,Dadra & Nagar Haveli,16,"pan, tobacco & intoxicants",Urban,52.43
DD,Daman & Diu,16,"pan, tobacco & intoxicants",Urban,81.85
LK,Lakshadweep,16,"pan, tobacco & intoxicants",Urban,130.17
AN,Andaman & Nicobar Islands,17,fuel and light,Urban,302.39
CH,Chandigarh,17,fuel and light,Urban,604.7
DN,Dadra & Nagar Haveli,17,fuel and light,Urban,189.4
DD,Daman & Diu,17,fuel and light,Urban,181.72
LK,Lakshadweep,17,fuel and light,Urban,210.2
AN,Andaman & Nicobar Islands,18,clothing & bedding,Urban,253.71
CH,Chandigarh,18,clothing & bedding,Urban,345.38
DN,Dadra & Nagar Haveli,18,clothing & bedding,Urban,201.19
DD,Daman & Diu,18,clothing & bedding,Urban,223.93
LK,Lakshadweep,18,clothing & bedding,Urban,291.75
AN,Andaman & Nicobar Islands,19,footwear,Urban,49.79
CH,Chandigarh,19,footwear,Urban,79.44
DN,Dadra & Nagar Haveli,19,footwear,Urban,57.65
DD,Daman & Diu,19,footwear,Urban,49.62
LK,Lakshadweep,19,footwear,Urban,49.42
AN,Andaman & Nicobar Islands,20,education,Urban,161
CH,Chandigarh,20,education,Urban,623.01
DN,Dadra & Nagar Haveli,20,education,Urban,288.48
DD,Daman & Diu,20,education,Urban,185.75
LK,Lakshadweep,20,education,Urban,36.17
AN,Andaman & Nicobar Islands,21,medical (institutional),Urban,37.36
CH,Chandigarh,21,medical (institutional),Urban,47.12
DN,Dadra & Nagar Haveli,21,medical (institutional),Urban,49.84
DD,Daman & Diu,21,medical (institutional),Urban,2.88
LK,Lakshadweep,21,medical (institutional),Urban,64.92
AN,Andaman & Nicobar Islands,22,medical (non-institutional),Urban,80.25
CH,Chandigarh,22,medical (non-institutional),Urban,147.02
DN,Dadra & Nagar Haveli,22,medical (non-institutional),Urban,46.23
DD,Daman & Diu,22,medical (non-institutional),Urban,55.4
LK,Lakshadweep,22,medical (non-institutional),Urban,25.05
AN,Andaman & Nicobar Islands,23,entertainment,Urban,119.01
CH,Chandigarh,23,entertainment,Urban,139.16
DN,Dadra & Nagar Haveli,23,entertainment,Urban,54.5
DD,Daman & Diu,23,entertainment,Urban,82.49
LK,Lakshadweep,23,entertainment,Urban,53.5
AN,Andaman & Nicobar Islands,24,minor durable-type goods,Urban,35.92
CH,Chandigarh,24,minor durable-type goods,Urban,10.69
DN,Dadra & Nagar Haveli,24,minor durable-type goods,Urban,13.09
DD,Daman & Diu,24,minor durable-type goods,Urban,38.04
LK,Lakshadweep,24,minor durable-type goods,Urban,24.38
AN,Andaman & Nicobar Islands,25,toilet articles,Urban,143.58
CH,Chandigarh,25,toilet articles,Urban,139.88
DN,Dadra & Nagar Haveli,25,toilet articles,Urban,95.27
DD,Daman & Diu,25,toilet articles,Urban,94.35
LK,Lakshadweep,25,toilet articles,Urban,63.28
AN,Andaman & Nicobar Islands,26,other household consumables,Urban,100.17
CH,Chandigarh,26,other household consumables,Urban,107.97
DN,Dadra & Nagar Haveli,26,other household consumables,Urban,56.36
DD,Daman & Diu,26,other household consumables,Urban,56.95
LK,Lakshadweep,26,other household consumables,Urban,44.48
AN,Andaman & Nicobar Islands,27,consum. services excl. conveyance,Urban,225.94
CH,Chandigarh,27,consum. services excl. conveyance,Urban,546.78
DN,Dadra & Nagar Haveli,27,consum. services excl. conveyance,Urban,140.09
DD,Daman & Diu,27,consum. services excl. conveyance,Urban,184.97
LK,Lakshadweep,27,consum. services excl. conveyance,Urban,126.85
AN,Andaman & Nicobar Islands,28,conveyance,Urban,492.74
CH,Chandigarh,28,conveyance,Urban,738.81
DN,Dadra & Nagar Haveli,28,conveyance,Urban,255.69
DD,Daman & Diu,28,conveyance,Urban,219.86
LK,Lakshadweep,28,conveyance,Urban,208.81
AN,Andaman & Nicobar Islands,29,rent,Urban,617.11
CH,Chandigarh,29,rent,Urban,774.64
DN,Dadra & Nagar Haveli,29,rent,Urban,325.58
DD,Daman & Diu,29,rent,Urban,561.98
LK,Lakshadweep,29,rent,Urban,111.7
AN,Andaman & Nicobar Islands,30,taxes & cesses,Urban,16.62
CH,Chandigarh,30,taxes & cesses,Urban,61.65
DN,Dadra & Nagar Haveli,30,taxes & cesses,Urban,8.28
DD,Daman & Diu,30,taxes & cesses,Urban,26.98
LK,Lakshadweep,30,taxes & cesses,Urban,2.82
AN,Andaman & Nicobar Islands,31,durable goods,Urban,268.67
CH,Chandigarh,31,durable goods,Urban,228.78
DN,Dadra & Nagar Haveli,31,durable goods,Urban,158.96
DD,Daman & Diu,31,durable goods,Urban,217.94
LK,Lakshadweep,31,durable goods,Urban,153.87
AN,Andaman & Nicobar Islands,32,non-food: total (16-31),Urban,3033.84
CH,Chandigarh,32,non-food: total (16-31),Urban,4650.68
DN,Dadra & Nagar Haveli,32,non-food: total (16-31),Urban,1993.04
DD,Daman & Diu,32,non-food: total (16-31),Urban,2264.73
LK,Lakshadweep,32,non-food: total (16-31),Urban,1597.39
AN,Andaman & Nicobar Islands,33,total expenditure (15+32),Urban,5317.56
CH,Chandigarh,33,total expenditure (15+32),Urban,7498.23
DN,Dadra & Nagar Haveli,33,total expenditure (15+32),Urban,3502.54
DD,Daman & Diu,33,total expenditure (15+32),Urban,4032.09
LK,Lakshadweep,33,total expenditure (15+32),Urban,3261.56
AN,Andaman & Nicobar Islands,34,"cooked meals recd. free inworkpl.*",Urban,16.72
CH,Chandigarh,34,"cooked meals recd. free inworkpl.*",Urban,1.01
DN,Dadra & Nagar Haveli,34,"cooked meals recd. free inworkpl.*",Urban,7.48
DD,Daman & Diu,34,"cooked meals recd. free inworkpl.*",Urban,0.79
LK,Lakshadweep,34,"cooked meals recd. free inworkpl.*",Urban,9.45
AN,Andaman & Nicobar Islands,35,cooked meals recd. as assistance *,Urban,33.3
CH,Chandigarh,35,cooked meals recd. as assistance *,Urban,3.3
DN,Dadra & Nagar Haveli,35,cooked meals recd. as assistance *,Urban,10.56
DD,Daman & Diu,35,cooked meals recd. as assistance *,Urban,2.84
LK,Lakshadweep,35,cooked meals recd. as assistance *,Urban,45.18
AN,Andaman & Nicobar Islands,36,clothing & footwear (2nd hand) **,Urban,0
CH,Chandigarh,36,clothing & footwear (2nd hand) **,Urban,0.25
DN,Dadra & Nagar Haveli,36,clothing & footwear (2nd hand) **,Urban,0
DD,Daman & Diu,36,clothing & footwear (2nd hand) **,Urban,0
LK,Lakshadweep,36,clothing & footwear (2nd hand) **,Urban,0
AN,Andaman & Nicobar Islands,37,"@books, journals, etc. (2nd hand)",Urban,0.89
CH,Chandigarh,37,"@books, journals, etc. (2nd hand)",Urban,0.61
DN,Dadra & Nagar Haveli,37,"@books, journals, etc. (2nd hand)",Urban,0
DD,Daman & Diu,37,"@books, journals, etc. (2nd hand)",Urban,0
LK,Lakshadweep,37,"@books, journals, etc. (2nd hand)",Urban,0
AN,Andaman & Nicobar Islands,38,"$durables (2ndhand)",Urban,0.03
CH,Chandigarh,38,"$durables (2ndhand)",Urban,1.38
DN,Dadra & Nagar Haveli,38,"$durables (2ndhand)",Urban,0
DD,Daman & Diu,38,"$durables (2ndhand)",Urban,13.29
LK,Lakshadweep,38,"$durables (2ndhand)",Urban,0.62
AN,Andaman & Nicobar Islands,39,imputed rent,Urban,498.49
CH,Chandigarh,39,imputed rent,Urban,1235.04
DN,Dadra & Nagar Haveli,39,imputed rent,Urban,384.37
DD,Daman & Diu,39,imputed rent,Urban,437.87
LK,Lakshadweep,39,imputed rent,Urban,707.2
PY,Puducherry,1,cereal,Urban,272.68
IN,India,1,cereal,Urban,230.89
PY,Puducherry,2,gram,Urban,9.35
IN,India,2,gram,Urban,4.45
PY,Puducherry,3,cereal substitutes,Urban,0.43
IN,India,3,cereal substitutes,Urban,1.37
PY,Puducherry,4,pulses and pulse products,Urban,91.48
IN,India,4,pulses and pulse products,Urban,60.9
PY,Puducherry,5,milk and milk products,Urban,235.4
IN,India,5,milk and milk products,Urban,284.13
PY,Puducherry,6,sugar,Urban,34.22
IN,India,6,sugar,Urban,31.79
PY,Puducherry,7,salt,Urban,5.45
IN,India,7,salt,Urban,3.48
PY,Puducherry,8,edible oil,Urban,125.63
IN,India,8,edible oil,Urban,83.53
PY,Puducherry,9,"egg, fish & meat",Urban,249.48
IN,India,9,"egg, fish & meat",Urban,156.15
PY,Puducherry,10,vegetables,Urban,195.02
IN,India,10,vegetables,Urban,178.39
PY,Puducherry,11,fruits (fresh),Urban,156.44
IN,India,11,fruits (fresh),Urban,110.79
PY,Puducherry,12,fruits (dry),Urban,51.65
IN,India,12,fruits (dry),Urban,41.97
PY,Puducherry,13,spices,Urban,134.44
IN,India,13,spices,Urban,80.7
PY,Puducherry,14,"beverages, refreshments, etc.",Urban,323.8
IN,India,14,"beverages, refreshments, etc.",Urban,349.18
PY,Puducherry,15,food: total (1-14),Urban,1885.47
IN,India,15,food: total (1-14),Urban,1617.7
PY,Puducherry,16,"pan, tobacco & intoxicants",Urban,52.78
IN,India,16,"pan, tobacco & intoxicants",Urban,61.94
PY,Puducherry,17,fuel and light,Urban,260.32
IN,India,17,fuel and light,Urban,271.75
PY,Puducherry,18,clothing & bedding,Urban,241.78
IN,India,18,clothing & bedding,Urban,220.85
PY,Puducherry,19,footwear,Urban,31.46
IN,India,19,footwear,Urban,40.5
PY,Puducherry,20,education,Urban,412.16
IN,India,20,education,Urban,286.48
PY,Puducherry,21,medical (institutional),Urban,64.01
IN,India,21,medical (institutional),Urban,51.33
PY,Puducherry,22,medical (non-institutional),Urban,108.04
IN,India,22,medical (non-institutional),Urban,104.75
PY,Puducherry,23,entertainment,Urban,79.11
IN,India,23,entertainment,Urban,72.29
PY,Puducherry,24,minor durable-type goods,Urban,7.42
IN,India,24,minor durable-type goods,Urban,15.01
PY,Puducherry,25,toilet articles,Urban,100.55
IN,India,25,toilet articles,Urban,70.82
PY,Puducherry,26,other household consumables,Urban,86.22
IN,India,26,other household consumables,Urban,64.7
PY,Puducherry,27,consum. services excl. conveyance,Urban,216.95
IN,India,27,consum. services excl. conveyance,Urban,198.65
PY,Puducherry,28,conveyance,Urban,428.26
IN,India,28,conveyance,Urban,269.76
PY,Puducherry,29,rent,Urban,156.6
IN,India,29,rent,Urban,275.34
PY,Puducherry,30,taxes & cesses,Urban,51.5
IN,India,30,taxes & cesses,Urban,31.96
PY,Puducherry,31,durable goods,Urban,116.36
IN,India,31,durable goods,Urban,204.87
PY,Puducherry,32,non-food: total (16-31),Urban,2413.51
IN,India,32,non-food: total (16-31),Urban,2240.99
PY,Puducherry,33,total expenditure (15+32),Urban,4298.98
IN,India,33,total expenditure (15+32),Urban,3858.7
PY,Puducherry,34,"cooked meals recd. free inworkpl.*",Urban,4.94
IN,India,34,"cooked meals recd. free inworkpl.*",Urban,9.56
PY,Puducherry,35,cooked meals recd. as assistance *,Urban,6.22
IN,India,35,cooked meals recd. as assistance *,Urban,12.68
PY,Puducherry,36,clothing & footwear (2nd hand) **,Urban,0.24
IN,India,36,clothing & footwear (2nd hand) **,Urban,0.43
PY,Puducherry,37,"@books, journals, etc. (2nd hand)",Urban,0.31
IN,India,37,"@books, journals, etc. (2nd hand)",Urban,0.8
PY,Puducherry,38,"$durables (2ndhand)",Urban,2.46
IN,India,38,"$durables (2ndhand)",Urban,2.42
PY,Puducherry,39,imputed rent,Urban,807.35
IN,India,39,imputed rent,Urban,742.05
